project_url,sha,module,victim,type,status,PR_link,notes,polluter,polluter_file,victim_file
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testGenericsListener,OD-Vic,,,,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/nmea/parser/SentenceFactoryTest.java,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/ais/event/AbstractAISMessageListenerTest.java
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testGenericsListenerDefaultConstructorThrows,OD-Vic,,,,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/nmea/parser/SentenceFactoryTest.java,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/ais/event/AbstractAISMessageListenerTest.java
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testParametrizedConstructor,OD-Vic,,,,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/nmea/parser/SentenceFactoryTest.java,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/ais/event/AbstractAISMessageListenerTest.java
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testSequenceListener,OD-Vic,,,,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/nmea/parser/SentenceFactoryTest.java,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/ais/event/AbstractAISMessageListenerTest.java
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testSequenceListenerWithMixedOrder,OD-Vic,,,,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/nmea/parser/SentenceFactoryTest.java,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/ais/event/AbstractAISMessageListenerTest.java
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.parser.AISMessageFactoryTest.testCreate,OD-Vic,,,,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/nmea/parser/SentenceFactoryTest.java,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/ais/parser/AISMessageFactoryTest.java
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.parser.AISMessageFactoryTest.testCreateWithIncorrectOrder,OD-Vic,,,,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/nmea/parser/SentenceFactoryTest.java,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/ais/parser/AISMessageFactoryTest.java
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.parser.AISMessageFactoryTest.testCreateWithTwo,OD-Vic,Accepted,https://github.com/ktuukkan/marine-api/pull/109,,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/nmea/parser/SentenceFactoryTest.java,od_cl_projects/af0003847db9ba822f67d4f1dceb8de3fe63250a/marine-api/src/test/java/net/sf/marineapi/ais/parser/AISMessageFactoryTest.java
https://github.com/spring-projects/spring-boot,daa3d457b71896a758995c264977bdd1414ee4d4,spring-boot-project/spring-boot,org.springframework.boot.logging.log4j2.Log4J2LoggingSystemTests.loggingThatUsesJulIsCaptured,OD-Vic,,,,org.springframework.boot.context.logging.LoggingApplicationListenerTests.closingContextCleansUpLoggingSystem,od_cl_projects/daa3d457b71896a758995c264977bdd1414ee4d4/spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/context/logging/LoggingApplicationListenerTests.java,od_cl_projects/daa3d457b71896a758995c264977bdd1414ee4d4/spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/logging/log4j2/Log4J2LoggingSystemTests.java
https://github.com/spring-projects/spring-boot,daa3d457b71896a758995c264977bdd1414ee4d4,spring-boot-project/spring-boot,org.springframework.boot.logging.logback.LogbackLoggingSystemTests.loggingLevelIsPropagatedToJul,OD-Vic,,,,org.springframework.boot.context.logging.LoggingApplicationListenerTests.closingContextCleansUpLoggingSystem,od_cl_projects/daa3d457b71896a758995c264977bdd1414ee4d4/spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/context/logging/LoggingApplicationListenerTests.java,od_cl_projects/daa3d457b71896a758995c264977bdd1414ee4d4/spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/logging/logback/LogbackLoggingSystemTests.java
https://github.com/spring-projects/spring-boot,daa3d457b71896a758995c264977bdd1414ee4d4,spring-boot-project/spring-boot,org.springframework.boot.logging.logback.LogbackLoggingSystemTests.loggingThatUsesJulIsCaptured,OD-Vic,,,,org.springframework.boot.context.logging.LoggingApplicationListenerTests.closingContextCleansUpLoggingSystem,od_cl_projects/daa3d457b71896a758995c264977bdd1414ee4d4/spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/context/logging/LoggingApplicationListenerTests.java,od_cl_projects/daa3d457b71896a758995c264977bdd1414ee4d4/spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/logging/logback/LogbackLoggingSystemTests.java
https://github.com/spring-projects/spring-data-envers,5637994be37747e82b2d6d5b34555e2bee791fe6,.,org.springframework.data.envers.repository.support.QueryDslRepositoryIntegrationTests.testWithQueryDsl,OD-Vic,DeveloperFixed,,https://github.com/spring-projects/spring-data-envers/commit/7a1eba19d83d57ca8a48cb6fe530681887bb6327,org.springframework.data.envers.repository.support.RepositoryIntegrationTests.testLifeCycle,od_cl_projects/5637994be37747e82b2d6d5b34555e2bee791fe6/spring-data-envers/src/test/java/org/springframework/data/envers/repository/support/RepositoryIntegrationTests.java,od_cl_projects/5637994be37747e82b2d6d5b34555e2bee791fe6/spring-data-envers/src/test/java/org/springframework/data/envers/repository/support/QueryDslRepositoryIntegrationTests.java
https://github.com/spring-projects/spring-data-envers,5637994be37747e82b2d6d5b34555e2bee791fe6,.,org.springframework.data.envers.repository.support.QueryDslRepositoryIntegrationTests.testWithRevisions,OD-Vic,Accepted,https://github.com/spring-projects/spring-data-envers/pull/226,,org.springframework.data.envers.repository.support.RepositoryIntegrationTests.testLifeCycle,od_cl_projects/5637994be37747e82b2d6d5b34555e2bee791fe6/spring-data-envers/src/test/java/org/springframework/data/envers/repository/support/RepositoryIntegrationTests.java,od_cl_projects/5637994be37747e82b2d6d5b34555e2bee791fe6/spring-data-envers/src/test/java/org/springframework/data/envers/repository/support/QueryDslRepositoryIntegrationTests.java
https://github.com/Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.dependency.boundary.DependencyContainerTest.testFindAllDependenciesWith,OD,Opened,https://github.com/Thomas-S-B/visualee/pull/8,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/100,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,od_cl_projects/88732d9dbe5031dad9c9f85a4c4b35e5f1551f95/visualee/src/test/java/de/strullerbaumann/visualee/filter/entity/SourcecodeFilterTest.java,od_cl_projects/88732d9dbe5031dad9c9f85a4c4b35e5f1551f95/visualee/src/test/java/de/strullerbaumann/visualee/dependency/boundary/DependencyContainerTest.java
https://github.com/Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.dependency.boundary.DependencyContainerTest.testGetRelevantClassesDirectlyConnected,OD,Opened,https://github.com/Thomas-S-B/visualee/pull/8,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/100,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,od_cl_projects/88732d9dbe5031dad9c9f85a4c4b35e5f1551f95/visualee/src/test/java/de/strullerbaumann/visualee/filter/entity/SourcecodeFilterTest.java,od_cl_projects/88732d9dbe5031dad9c9f85a4c4b35e5f1551f95/visualee/src/test/java/de/strullerbaumann/visualee/dependency/boundary/DependencyContainerTest.java
https://github.com/Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.dependency.boundary.DependencyContainerTest.testGetRelevantClassesFilter,OD,Opened,https://github.com/Thomas-S-B/visualee/pull/8,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/100,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,od_cl_projects/88732d9dbe5031dad9c9f85a4c4b35e5f1551f95/visualee/src/test/java/de/strullerbaumann/visualee/filter/entity/SourcecodeFilterTest.java,od_cl_projects/88732d9dbe5031dad9c9f85a4c4b35e5f1551f95/visualee/src/test/java/de/strullerbaumann/visualee/dependency/boundary/DependencyContainerTest.java
https://github.com/Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerEJBTest.testFindAndSetAttributesEJBSetterWithAnnotations,OD,Opened,https://github.com/Thomas-S-B/visualee/pull/8,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/100,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,od_cl_projects/88732d9dbe5031dad9c9f85a4c4b35e5f1551f95/visualee/src/test/java/de/strullerbaumann/visualee/filter/entity/SourcecodeFilterTest.java,od_cl_projects/88732d9dbe5031dad9c9f85a4c4b35e5f1551f95/visualee/src/test/java/de/strullerbaumann/visualee/examiner/cdi/ExaminerEJBTest.java
https://github.com/Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerEJBTest.testFindAndSetAttributesEJBWithParameter,OD,Opened,https://github.com/Thomas-S-B/visualee/pull/8,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/100,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,od_cl_projects/88732d9dbe5031dad9c9f85a4c4b35e5f1551f95/visualee/src/test/java/de/strullerbaumann/visualee/filter/entity/SourcecodeFilterTest.java,od_cl_projects/88732d9dbe5031dad9c9f85a4c4b35e5f1551f95/visualee/src/test/java/de/strullerbaumann/visualee/examiner/cdi/ExaminerEJBTest.java
https://github.com/Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerEJBTest.testFindAndSetAttributesSetEJB,OD,Opened,https://github.com/Thomas-S-B/visualee/pull/8,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/100,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,od_cl_projects/88732d9dbe5031dad9c9f85a4c4b35e5f1551f95/visualee/src/test/java/de/strullerbaumann/visualee/filter/entity/SourcecodeFilterTest.java,od_cl_projects/88732d9dbe5031dad9c9f85a4c4b35e5f1551f95/visualee/src/test/java/de/strullerbaumann/visualee/examiner/cdi/ExaminerEJBTest.java
https://github.com/Thomas-S-B/visualee,88732d9dbe5031dad9c9f85a4c4b35e5f1551f95,.,de.strullerbaumann.visualee.examiner.cdi.ExaminerEJBTest.testFindAndSetAttributesSetEJBPackageView,OD,Opened,https://github.com/Thomas-S-B/visualee/pull/8,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/100,de.strullerbaumann.visualee.filter.entity.SourcecodeFilterTest.testIsOkIncludeTrue,od_cl_projects/88732d9dbe5031dad9c9f85a4c4b35e5f1551f95/visualee/src/test/java/de/strullerbaumann/visualee/filter/entity/SourcecodeFilterTest.java,od_cl_projects/88732d9dbe5031dad9c9f85a4c4b35e5f1551f95/visualee/src/test/java/de/strullerbaumann/visualee/examiner/cdi/ExaminerEJBTest.java
